Company Name,Type of Company,Year of Establishment,Registration Number,GST Number,PAN Number,Head Office District,Contact Number,Official Email,Website,Branch Office Locations,Owner / MD Name,Key Decision Maker,Total Employees,Organizational Structure,Board of Directors,Nature of Business,Core Specialization,Service Areas,Years of Experience,Avg Projects Per Year,Avg Annual Turnover (Rs.),Net Worth (Rs.),Financial Stability,Financial Commitments,Total Engineers,Total Technical Staff,Major Machinery,Equipment Capacity,Total Projects Completed,Blacklisting History,Legal Disputes,ISO Certification,Safety Compliance,Environmental Compliance,Labour Law Compliance
Square Infra Solutions 339,Ltd,1997,VOJEK86IZK,NRV7SM7B1PSC7ZT,WFQB1BT8SQ,Cuddalore,9885606173,squareinfrasolutions339@example.com,www.squareinfra339.com,Pudukkottai,Owner 339,MD 339,48,Hierarchical,"Director A339, Director B339",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,18,354540238,134603203,Stable,26126670,84,36,"Excavators, Cranes, Concrete Mixers",High,217,No,No,ISO 9001,Low,Compliant,Compliant
Square Infra Solutions 340,Proprietorship,1999,3OPZNJPO3V,N1FGZ5QSLWTV4G1,HGGYRNJA7L,Salem,9551337937,squareinfrasolutions340@example.com,www.squareinfra340.com,Karur,Owner 340,MD 340,33,Hierarchical,"Director A340, Director B340",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,3,14,280713636,292471526,Stable,25598889,99,20,"Excavators, Cranes, Concrete Mixers",Low,45,No,Yes,Multiple,Medium,Non-Compliant,Compliant
Square Infra Solutions 341,Partnership,2007,TXKSNKMELA,EMPD2QLVDOF8Z8Q,9R9FBRFHQ2,Theni,9597248537,squareinfrasolutions341@example.com,www.squareinfra341.com,Thanjavur,Owner 341,MD 341,416,Hierarchical,"Director A341, Director B341",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,17,420588433,72791350,Moderate,3605248,99,176,"Excavators, Cranes, Concrete Mixers",High,150,No,Yes,ISO 9001,High,Partial,Partial
Square Infra Solutions 342,Pvt Ltd,2001,GFBVIBA1II,OTRYMWUKHCCGHOL,9HWT1HLCNS,Dharmapuri,9963037204,squareinfrasolutions342@example.com,www.squareinfra342.com,Tiruvarur,Owner 342,MD 342,327,Hierarchical,"Director A342, Director B342",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,27,9,341098686,127492377,Stable,10598251,85,168,"Excavators, Cranes, Concrete Mixers",Low,131,Yes,Yes,Multiple,Medium,Compliant,Compliant
Square Infra Solutions 343,Ltd,2001,ABAWH1RUFK,FD2FV6QICAO3QPM,TG1CKLP2NN,Kallakurichi,9666832004,squareinfrasolutions343@example.com,www.squareinfra343.com,Sivaganga,Owner 343,MD 343,150,Hierarchical,"Director A343, Director B343",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,7,23,359780184,217221714,Moderate,8363890,89,137,"Excavators, Cranes, Concrete Mixers",High,220,Yes,No,ISO 9001,High,Compliant,Compliant
Square Infra Solutions 344,Proprietorship,2010,1TRCD7GYP9,V2OUGHIYA038IOH,JV19IMAVNE,Thoothukudi,9498309167,squareinfrasolutions344@example.com,www.squareinfra344.com,Tiruvallur,Owner 344,MD 344,313,Hierarchical,"Director A344, Director B344",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,11,494968390,79895603,Moderate,49011186,83,37,"Excavators, Cranes, Concrete Mixers",Low,31,No,Yes,ISO 45001,Medium,Non-Compliant,Partial
Square Infra Solutions 345,Ltd,2001,I9YIPBLY8Z,B9DO0J3T4HL165G,33T632D35K,Namakkal,9706754328,squareinfrasolutions345@example.com,www.squareinfra345.com,Sivaganga,Owner 345,MD 345,465,Hierarchical,"Director A345, Director B345",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,6,138035890,26277392,Stable,13345886,19,95,"Excavators, Cranes, Concrete Mixers",High,200,Yes,No,Not Certified,High,Non-Compliant,Partial
Square Infra Solutions 346,Proprietorship,2021,D3I49P2Y0D,YCJ2V7ETI5ABVZW,HO9GIQZTEP,Vellore,9226354304,squareinfrasolutions346@example.com,www.squareinfra346.com,Tiruvallur,Owner 346,MD 346,424,Hierarchical,"Director A346, Director B346",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,4,104114197,59210516,At Risk,19360211,11,164,"Excavators, Cranes, Concrete Mixers",Medium,260,No,No,Not Certified,High,Compliant,Partial
Square Infra Solutions 347,Ltd,2020,2JRLHTXG7E,MDXO9BB031B0PO5,UGGJXANZ3O,Virudhunagar,9155052054,squareinfrasolutions347@example.com,www.squareinfra347.com,Theni,Owner 347,MD 347,412,Hierarchical,"Director A347, Director B347",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,6,428653931,139003041,Moderate,31669858,62,190,"Excavators, Cranes, Concrete Mixers",High,285,No,No,Multiple,High,Compliant,Compliant
Square Infra Solutions 348,Ltd,2000,RHW61ZW81F,XP1YHPVTZIOZBP5,1VZE8RJCJ1,Tenkasi,9945290562,squareinfrasolutions348@example.com,www.squareinfra348.com,Erode,Owner 348,MD 348,56,Hierarchical,"Director A348, Director B348",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,3,8,377246549,7356237,Stable,17044839,15,163,"Excavators, Cranes, Concrete Mixers",Low,40,No,No,Multiple,Medium,Compliant,Non-Compliant
Square Infra Solutions 349,Ltd,2008,Y09KGHDXFO,FSN84GBFY9YKZPB,50F01NY5D4,Ariyalur,9034341238,squareinfrasolutions349@example.com,www.squareinfra349.com,Ramanathapuram,Owner 349,MD 349,302,Hierarchical,"Director A349, Director B349",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,28,16,124352244,154311662,Moderate,34583878,26,82,"Excavators, Cranes, Concrete Mixers",Medium,113,Yes,No,ISO 45001,Low,Partial,Partial
Square Infra Solutions 350,Proprietorship,1997,0U0IV8LJLF,BXFAFHIEQZOC78A,MX58PHIHZ0,Ramanathapuram,9601091600,squareinfrasolutions350@example.com,www.squareinfra350.com,Tiruchirappalli,Owner 350,MD 350,373,Hierarchical,"Director A350, Director B350",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,3,21,7489077,240826858,Stable,30814960,54,167,"Excavators, Cranes, Concrete Mixers",Low,62,Yes,Yes,Multiple,High,Non-Compliant,Non-Compliant
Square Infra Solutions 351,Pvt Ltd,2015,Y8JZ136AMY,GPZ1L2OU8KH7ICV,CVLI1EYLOF,Tirupathur,9537479851,squareinfrasolutions351@example.com,www.squareinfra351.com,Dharmapuri,Owner 351,MD 351,179,Hierarchical,"Director A351, Director B351",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,9,51373996,238218040,Moderate,36524528,99,73,"Excavators, Cranes, Concrete Mixers",High,157,No,Yes,Not Certified,Medium,Partial,Partial
Square Infra Solutions 352,Ltd,2007,VN21ZKRO8A,EENOHGH9UQLF9UO,DTS1VXML1K,Ariyalur,9596026861,squareinfrasolutions352@example.com,www.squareinfra352.com,Ramanathapuram,Owner 352,MD 352,367,Hierarchical,"Director A352, Director B352",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,13,24,149723461,178576942,Moderate,27354740,93,14,"Excavators, Cranes, Concrete Mixers",High,169,No,No,ISO 14001,Medium,Non-Compliant,Compliant
Square Infra Solutions 353,Ltd,2015,61ZG4KO9CS,2C7VD6HFISLVXPR,PFJCCNHVFR,Thanjavur,9661651821,squareinfrasolutions353@example.com,www.squareinfra353.com,Erode,Owner 353,MD 353,266,Hierarchical,"Director A353, Director B353",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,9,13,418589314,19486723,Stable,21743769,95,182,"Excavators, Cranes, Concrete Mixers",Medium,154,No,No,Multiple,Low,Partial,Partial
Square Infra Solutions 354,Proprietorship,2014,RIGXTYEY5T,YBALJ1MWW4GHYP4,S40OUL8IAI,Tiruppur,9407099697,squareinfrasolutions354@example.com,www.squareinfra354.com,Sivaganga,Owner 354,MD 354,107,Hierarchical,"Director A354, Director B354",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,22,59521833,140964317,Moderate,43961379,46,181,"Excavators, Cranes, Concrete Mixers",High,234,No,No,Not Certified,High,Non-Compliant,Non-Compliant
Square Infra Solutions 355,Ltd,1998,C88UCBFSIQ,89PZS0C0PW92NHB,PC6803RY11,Kallakurichi,9402215971,squareinfrasolutions355@example.com,www.squareinfra355.com,Vellore,Owner 355,MD 355,245,Hierarchical,"Director A355, Director B355",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,2,101923430,73937961,Stable,13775030,16,66,"Excavators, Cranes, Concrete Mixers",Medium,166,No,Yes,ISO 9001,Low,Non-Compliant,Compliant
Square Infra Solutions 356,Partnership,2018,9P9DM1YPU7,PU1RD7DDDOPCBEO,AQE5S06V3E,Dindigul,9431451153,squareinfrasolutions356@example.com,www.squareinfra356.com,Kancheepuram,Owner 356,MD 356,363,Hierarchical,"Director A356, Director B356",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,3,210795715,56453463,Moderate,24788038,86,21,"Excavators, Cranes, Concrete Mixers",Low,17,Yes,No,ISO 9001,Medium,Partial,Compliant
Square Infra Solutions 357,Ltd,2017,L5Q9LO3VJL,OXKY6O3AOROICYX,F95Y011ZJ7,Tiruvannamalai,9826599513,squareinfrasolutions357@example.com,www.squareinfra357.com,Dharmapuri,Owner 357,MD 357,428,Hierarchical,"Director A357, Director B357",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,27,24,413517449,98149924,At Risk,26797047,23,153,"Excavators, Cranes, Concrete Mixers",High,293,Yes,No,ISO 9001,Medium,Non-Compliant,Compliant
Square Infra Solutions 358,Pvt Ltd,2022,781G010JE8,U96PMQ8WJAWTSNC,B6CY1V29U2,Perambalur,9940423017,squareinfrasolutions358@example.com,www.squareinfra358.com,Tirunelveli,Owner 358,MD 358,101,Hierarchical,"Director A358, Director B358",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,22,21,73900299,236303028,Moderate,16228634,100,95,"Excavators, Cranes, Concrete Mixers",Low,262,Yes,No,ISO 9001,Medium,Partial,Compliant
Square Infra Solutions 359,Proprietorship,2008,JGVLOIVBG1,XCOX33KMVAXI0N0,XOI473EJH7,Kallakurichi,9752672432,squareinfrasolutions359@example.com,www.squareinfra359.com,Erode,Owner 359,MD 359,207,Hierarchical,"Director A359, Director B359",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,21,429546246,115372190,At Risk,7616838,55,30,"Excavators, Cranes, Concrete Mixers",Low,170,Yes,No,ISO 45001,Medium,Partial,Compliant
Square Infra Solutions 360,Proprietorship,1995,2C43K9Z0TR,62G0IP27KO4Y17B,WK6KD0QLP1,Nagapattinam,9848095430,squareinfrasolutions360@example.com,www.squareinfra360.com,Nilgiris,Owner 360,MD 360,112,Hierarchical,"Director A360, Director B360",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,4,5,211461943,279739376,Stable,17590465,78,81,"Excavators, Cranes, Concrete Mixers",Medium,44,Yes,No,ISO 45001,High,Non-Compliant,Partial
Square Infra Solutions 361,Ltd,1999,IBJE3T8UBL,LNRW096CVYX21SY,HZFBI9UM3Y,Tenkasi,9993625026,squareinfrasolutions361@example.com,www.squareinfra361.com,Chennai,Owner 361,MD 361,468,Hierarchical,"Director A361, Director B361",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,16,22,199897447,210984500,Stable,7103466,32,127,"Excavators, Cranes, Concrete Mixers",Medium,234,No,No,ISO 14001,Low,Non-Compliant,Partial
Square Infra Solutions 362,Proprietorship,2016,T3AIMWQICA,J5OAGT7BJNYPMY6,BK4XD70ZRO,Tiruvarur,9401769341,squareinfrasolutions362@example.com,www.squareinfra362.com,Sivaganga,Owner 362,MD 362,336,Hierarchical,"Director A362, Director B362",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,4,418580702,256172795,Moderate,22691275,66,198,"Excavators, Cranes, Concrete Mixers",Low,283,No,Yes,Multiple,High,Compliant,Non-Compliant
Square Infra Solutions 363,Pvt Ltd,2006,A91YLWEJSP,YBW58N17XB8001P,4N2N86JH5Z,Tirunelveli,9226500524,squareinfrasolutions363@example.com,www.squareinfra363.com,Tirunelveli,Owner 363,MD 363,268,Hierarchical,"Director A363, Director B363",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,9,12,12509522,289111654,Moderate,22490888,63,114,"Excavators, Cranes, Concrete Mixers",Low,33,No,Yes,Not Certified,Medium,Compliant,Partial
Square Infra Solutions 364,Pvt Ltd,2006,W3B2R0I0VU,EEZF0H8A7V4J7JZ,TENE22D4OP,Tirupathur,9403990322,squareinfrasolutions364@example.com,www.squareinfra364.com,Kancheepuram,Owner 364,MD 364,405,Hierarchical,"Director A364, Director B364",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,5,17,138645597,175113776,Moderate,8917981,99,32,"Excavators, Cranes, Concrete Mixers",Medium,63,No,No,Multiple,Low,Non-Compliant,Partial
Square Infra Solutions 365,Pvt Ltd,2016,ILM52LTXSN,ESUT59Z0VL0XYXX,AUNIY668W0,Tenkasi,9110738735,squareinfrasolutions365@example.com,www.squareinfra365.com,Ranipet,Owner 365,MD 365,432,Hierarchical,"Director A365, Director B365",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,7,16,382588105,161409128,At Risk,31753459,86,146,"Excavators, Cranes, Concrete Mixers",Medium,68,Yes,No,ISO 45001,High,Non-Compliant,Compliant
Square Infra Solutions 366,Partnership,1996,KW17NKAG5R,1BNT51AQVDX8N6X,WSQ1XDYR51,Virudhunagar,9585501949,squareinfrasolutions366@example.com,www.squareinfra366.com,Dindigul,Owner 366,MD 366,437,Hierarchical,"Director A366, Director B366",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,14,42612124,127726684,At Risk,48330190,72,139,"Excavators, Cranes, Concrete Mixers",High,94,No,Yes,ISO 45001,Medium,Partial,Partial
Square Infra Solutions 367,Partnership,1996,0FMAYB0C81,9HLXKB4FTUN4WNM,Q14XN4SHA2,Namakkal,9832208518,squareinfrasolutions367@example.com,www.squareinfra367.com,Tiruvannamalai,Owner 367,MD 367,279,Hierarchical,"Director A367, Director B367",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,28,8,112496670,191878797,Stable,15377305,99,55,"Excavators, Cranes, Concrete Mixers",High,96,No,No,ISO 14001,Medium,Compliant,Non-Compliant
Square Infra Solutions 368,Pvt Ltd,1997,LB9GSNSJIM,HME9JTZR7DCD4XH,JZE2IB23RA,Cuddalore,9224264465,squareinfrasolutions368@example.com,www.squareinfra368.com,Sivaganga,Owner 368,MD 368,192,Hierarchical,"Director A368, Director B368",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,29,17,348990382,246717559,Moderate,9497813,20,167,"Excavators, Cranes, Concrete Mixers",High,119,No,Yes,ISO 14001,Low,Partial,Non-Compliant
Square Infra Solutions 369,Proprietorship,2019,FUJLXDV58R,MH2C2TBM2CTQG8I,N4RN9VGS4V,Vellore,9594801260,squareinfrasolutions369@example.com,www.squareinfra369.com,Thoothukudi,Owner 369,MD 369,419,Hierarchical,"Director A369, Director B369",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,6,15,450356499,116453468,Moderate,47611297,23,106,"Excavators, Cranes, Concrete Mixers",High,26,No,Yes,ISO 9001,Low,Compliant,Non-Compliant
Square Infra Solutions 370,Partnership,2018,EIV1CGIRS7,8PMZ5N8MYB49037,FAPSW48618,Pudukkottai,9484504531,squareinfrasolutions370@example.com,www.squareinfra370.com,Thanjavur,Owner 370,MD 370,482,Hierarchical,"Director A370, Director B370",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,25,241561952,90775331,Stable,19712182,10,177,"Excavators, Cranes, Concrete Mixers",Low,40,Yes,No,Multiple,Medium,Compliant,Compliant
Square Infra Solutions 371,Ltd,1999,IPF8KEJ6Q5,7CPX07PSKOSKAJI,E5CH5YSP8L,Tiruvannamalai,9977520816,squareinfrasolutions371@example.com,www.squareinfra371.com,Tenkasi,Owner 371,MD 371,14,Hierarchical,"Director A371, Director B371",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,25,7,11878584,118395219,Moderate,24951900,50,134,"Excavators, Cranes, Concrete Mixers",High,80,Yes,No,Multiple,Low,Non-Compliant,Partial
Square Infra Solutions 372,Partnership,2012,YSY8JO5QOY,TKJF1FIK004ZI1U,K786KWNZ1W,Viluppuram,9086623350,squareinfrasolutions372@example.com,www.squareinfra372.com,Dindigul,Owner 372,MD 372,123,Hierarchical,"Director A372, Director B372",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,18,105351311,200337950,Stable,2334438,66,122,"Excavators, Cranes, Concrete Mixers",Low,207,No,No,ISO 9001,Low,Non-Compliant,Non-Compliant
Square Infra Solutions 373,Proprietorship,2003,A2YOHVJXRG,YEMDG31MOCAQGZ6,DZEISBHTO5,Namakkal,9634078594,squareinfrasolutions373@example.com,www.squareinfra373.com,Tiruvallur,Owner 373,MD 373,351,Hierarchical,"Director A373, Director B373",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,22,3,380988373,22472037,Moderate,7886048,57,56,"Excavators, Cranes, Concrete Mixers",Medium,25,No,Yes,Not Certified,Low,Non-Compliant,Compliant
Square Infra Solutions 374,Pvt Ltd,2015,0T1AE1OC0G,4GT8YDUS8WR7S31,FA4WQ9HOX3,Dharmapuri,9110309839,squareinfrasolutions374@example.com,www.squareinfra374.com,Erode,Owner 374,MD 374,32,Hierarchical,"Director A374, Director B374",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,22,449587552,158456750,Moderate,10442688,8,44,"Excavators, Cranes, Concrete Mixers",Low,238,Yes,No,Multiple,Medium,Compliant,Partial
Square Infra Solutions 375,Partnership,2012,160VMIVE26,IFDEX9B0IY7XXNR,0NQFHJQYM2,Theni,9323443215,squareinfrasolutions375@example.com,www.squareinfra375.com,Nilgiris,Owner 375,MD 375,407,Hierarchical,"Director A375, Director B375",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,24,159841491,54591514,Moderate,33559992,31,77,"Excavators, Cranes, Concrete Mixers",Medium,44,No,Yes,ISO 14001,Medium,Partial,Compliant
Square Infra Solutions 376,Partnership,2018,O111UA640Q,H9YYTAQ0G4R06A3,8ZULMV34R1,Tiruvallur,9942477872,squareinfrasolutions376@example.com,www.squareinfra376.com,Krishnagiri,Owner 376,MD 376,220,Hierarchical,"Director A376, Director B376",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,17,14,163909998,100180232,Stable,15381503,62,129,"Excavators, Cranes, Concrete Mixers",Low,271,Yes,No,Multiple,Low,Compliant,Non-Compliant
Square Infra Solutions 377,Pvt Ltd,2005,V7N6MQD8HL,OGZNQFMXHNGMI5E,V1DU9FAPIB,Kallakurichi,9466192866,squareinfrasolutions377@example.com,www.squareinfra377.com,Tenkasi,Owner 377,MD 377,241,Hierarchical,"Director A377, Director B377",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,10,18,262251556,122943749,Stable,39392929,49,188,"Excavators, Cranes, Concrete Mixers",High,121,Yes,Yes,ISO 45001,Low,Non-Compliant,Compliant
Square Infra Solutions 378,Pvt Ltd,2002,BOEGB8L5MN,6C2H8WC0T308SQ0,KEQKEJXS9Q,Tiruppur,9825761619,squareinfrasolutions378@example.com,www.squareinfra378.com,Krishnagiri,Owner 378,MD 378,357,Hierarchical,"Director A378, Director B378",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,13,22,215603523,230704142,Stable,29527301,5,137,"Excavators, Cranes, Concrete Mixers",Low,280,No,Yes,ISO 45001,High,Partial,Compliant
Square Infra Solutions 379,Ltd,2000,HD3KDOTVPS,9I4O0ZTOC0GUML9,MKE19BN0OP,Theni,9200297854,squareinfrasolutions379@example.com,www.squareinfra379.com,Namakkal,Owner 379,MD 379,310,Hierarchical,"Director A379, Director B379",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,12,350191566,80815654,At Risk,7503142,92,54,"Excavators, Cranes, Concrete Mixers",High,34,No,Yes,ISO 9001,Medium,Compliant,Non-Compliant
Square Infra Solutions 380,Pvt Ltd,2007,TLFMTPM3M4,58OA6XHWI9UXHS1,KVF7XEEVW3,Nagapattinam,9447218900,squareinfrasolutions380@example.com,www.squareinfra380.com,Theni,Owner 380,MD 380,448,Hierarchical,"Director A380, Director B380",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,7,3,349439128,255588488,Stable,8324775,42,82,"Excavators, Cranes, Concrete Mixers",High,283,Yes,No,Not Certified,Low,Non-Compliant,Partial
Square Infra Solutions 381,Ltd,1998,9FWDX81BF7,NX52AR8YJQ135GQ,87BRS1NS9C,Tiruvannamalai,9882962177,squareinfrasolutions381@example.com,www.squareinfra381.com,Ranipet,Owner 381,MD 381,444,Hierarchical,"Director A381, Director B381",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,9,145108345,32248536,Stable,38880449,57,119,"Excavators, Cranes, Concrete Mixers",High,47,Yes,No,Multiple,High,Non-Compliant,Partial
Square Infra Solutions 382,Proprietorship,2010,PQWR5U0V5I,9KB11W7PUJ0R9AW,TRXYYOA8J4,Karur,9894673443,squareinfrasolutions382@example.com,www.squareinfra382.com,Coimbatore,Owner 382,MD 382,81,Hierarchical,"Director A382, Director B382",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,2,141796937,2115010,Stable,37824979,24,159,"Excavators, Cranes, Concrete Mixers",High,244,No,Yes,Multiple,Low,Compliant,Non-Compliant
Square Infra Solutions 383,Ltd,2006,0ALXJ0GWI2,T4WL7YSOOASJ1Z9,TV27Y3P2QB,Madurai,9298307051,squareinfrasolutions383@example.com,www.squareinfra383.com,Namakkal,Owner 383,MD 383,369,Hierarchical,"Director A383, Director B383",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,13,13,164759474,98986498,At Risk,15058595,25,60,"Excavators, Cranes, Concrete Mixers",Low,162,No,No,ISO 45001,Medium,Compliant,Compliant
Square Infra Solutions 384,Ltd,1998,HPC6RXBI0M,ZY3S8L664USN07J,2VLPKEDRTJ,Perambalur,9851703750,squareinfrasolutions384@example.com,www.squareinfra384.com,Tirupathur,Owner 384,MD 384,147,Hierarchical,"Director A384, Director B384",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,1,23,257873485,199458548,Stable,28256690,85,163,"Excavators, Cranes, Concrete Mixers",Medium,51,Yes,Yes,Not Certified,Low,Compliant,Compliant
Square Infra Solutions 385,Pvt Ltd,2017,D2IZHS44T7,H34RG5QYUC394NL,DQRR52RRJY,Cuddalore,9056031067,squareinfrasolutions385@example.com,www.squareinfra385.com,Thanjavur,Owner 385,MD 385,117,Hierarchical,"Director A385, Director B385",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,4,87302528,103909677,Moderate,9793372,86,31,"Excavators, Cranes, Concrete Mixers",High,184,No,No,Multiple,High,Non-Compliant,Partial
Square Infra Solutions 386,Partnership,2014,OZHBL5D7UJ,TB514VWUZI1JTHH,EZK3NTQLL1,Chennai,9330029432,squareinfrasolutions386@example.com,www.squareinfra386.com,Tiruvannamalai,Owner 386,MD 386,22,Hierarchical,"Director A386, Director B386",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,28,7,446632303,29564529,Stable,39771713,26,84,"Excavators, Cranes, Concrete Mixers",Medium,218,No,No,Not Certified,High,Partial,Compliant
